,Language,Parameter,State_1,Certainty_1,Reference_1,Comments_1,State_2,Certainty_2,Reference_2,Comments_2
1095,Hawaiian,LocDir,1,2,Andrews 1854:50,,1,2,Elbert 1975:136,
1096,Hawaiian,TempLoc,0,2,Andrews 1854:48,acc case expresses both,0,2,Elbert 1975:135,
1097,Hawaiian,DitransMarking,0,2,Andrews 1854:48,acc case expresses both,0,2,Elbert 1975:133,
1098,Hawaiian,CA_case,1,2,Andrews 1854:101,,1,2,Elbert 1975:131,
1099,Hawaiian,CA_head,0,2,Andrews 1854:101,,0,2,Elbert 1975:131,
1100,Hawaiian,CA_wordorder,0,2,Andrews 1854:58,pronouns and case,0,2,Elbert 1975:131,
1101,Hawaiian,PronAlign,nominativo-acusativo,2,Andrews 1854:42,"pronouns inflect for case, but are frequently omitted",nominativo-acusativo,2,Elbert 1975:107,"pronouns inflect for case, but are frequently omitted"
1102,Hawaiian,NomAlign,nominativo-acusativo,2,Andrews 1854:58,,nominativo-acusativo,2,Elbert 1975:131,
1103,Hawaiian,TA_marks,9,1,Andrews 1854:102,mistakes Aspect for tense system and miscategorizes a lot of categories,5,2,Elbert 1975:58,
1104,Hawaiian,Evid,0,,,,0,,,
1105,Hawaiian,Questions,nan,,,nothing mentioned apart from wh-pronouns,prosodia,2,Elbert 1975:22,wh in-situ
1106,Hawaiian,MorphCaus,1,2,Andrews 1854:122,,1,2,Elbert 1975:87,
1107,Hawaiian,Tones,0,,,,0,,,
1108,Hawaiian,Consonants,7,1,Andrews 1854:11,did not recognize the glottal stop as consonant,8,2,Elbert 1975:13,glottal stop “second most frequent consonant in th elanguage”
1109,Hawaiian,Vowels,5,2,Andrews 1854:11,,5,2,Elbert 1975:14,"stress/length adds extra five, but as Andrews did not count them (but did recognize them, I dont either)"
1110,Hawaiian,NasVowels,0,,,,0,,,
1111,Hawaiian,AdjN,ambos,2,Andrews 1854:53,different kinds of adjectives require different orders,ambos,2,Elbert 1975:127,flexible word classes
1112,Hawaiian,GenN,GEN N ,2,Andrews 1854:46,,GEN N ,2,Elbert 1975:116,"unsure whether this is a genitive, but form and structure is identical to that of Andrews"
1113,Hawaiian,BasicWO,VSO ,2,Andrews 1854:35,,VSO ,2,Elbert 1975:108,
1114,Hawaiian,VP_Agr,0,2,Andrews 1854:101,,0,2,Elbert 1975:131,
1115,Hawaiian,NP_Agr,0,1,no mentions of agreement and a generally inflection-light language,,0,1,no mentions of agreement and a generally inflection-light language,
1116,Hokkaido_Ainu,Pron1P,2,2,Refsing 1979:92,,2,2,Bugaeva 2012:471,
1117,Hokkaido_Ainu,Pron2P,2,2,Refsing 1979:92,,2,2,Bugaeva 2012:471,
1118,Hokkaido_Ainu,Pron3P,2,2,Refsing 1979:92,,2,2,Bugaeva 2012:471,
1119,Hokkaido_Ainu,Cases,0,2,Refsing 1979:164,postpositions,0,2,Bugaeva 2012:483,postpositions
1120,Hokkaido_Ainu,Dem,3,2,Refsing 1979:97,form such as “tapan” from Bugaeva are proximated by examples,3,2,Bugaeva 2012:472,
1121,Hokkaido_Ainu,NumClass,1,2,Refsing 1979:111,human/non-human classifier,1,2,Bugaeva 2012:471,human/non-human
1122,Hokkaido_Ainu,GenClass,0,2,,,0,2,,
1123,Hokkaido_Ainu,NounClass,0,2,,,0,2,,
1124,Hokkaido_Ainu,InstrCom,1,2,Refsing 1979:170,,1,2,Bugaeva 2012:476,
1125,Hokkaido_Ainu,Poss,1,2,Refsing 1979:81,,1,2,Bugaeva 2012:478,
1126,Hokkaido_Ainu,LocDir,1,2,Refsing 1979:165,,1,2,Bugaeva 2012:476,
1127,Hokkaido_Ainu,TempLoc,0,2,Refsing 1979:164,,0,2,Bugaeva 2012:476,example with “loc” + “day”
1128,Hokkaido_Ainu,DitransMarking,1,2,Refsing 1979:164,"unmarked P or allative case, A/O marked on verb",1,2,Bugaeva 2012:476,
1129,Hokkaido_Ainu,CA_case,0,2,Refsing 1979:212,,0,2,Bugaeva 2012:472,"There is no flagging (= case marking) on arguments (S/A/O), either on pronouns or onnouns. Obliques are marked by postpositions (15.4.2)."
1130,Hokkaido_Ainu,CA_head,1,2,Refsing 1979:212,,1,2,Bugaeva 2012:472,
1131,Hokkaido_Ainu,CA_wordorder,0,2,Refsing 1979:212,,0,2,Bugaeva 2012:472,
1132,Hokkaido_Ainu,PronAlign,neutro,2,Refsing 1979:212,,neutro,2,Bugaeva 2012:472,Personal pronouns (Table 15.2) are uninflected (S/A/O)
1133,Hokkaido_Ainu,NomAlign,neutro,2,Refsing 1979:212,,neutro,2,Bugaeva 2012:472,
1134,Hokkaido_Ainu,TA_marks,4,2,Refsing 1979:193,,4,2,Bugaeva 2012:493,4 asp + 4 mood
1135,Hokkaido_Ainu,Evid,4,2,Refsing 1979:230,The choice of nomtitaltzer in the sentence final form is thus determinedby the semantic content of die verb being nominalizcd. ,4,2,Bugaeva 2012:493,"The expressive nominalizers ruwe eEVD, hawe eSAID, siri eSEEN, and humi eFELT"
1136,Hokkaido_Ainu,Questions,morfología y prosodia,2,Refsing 1979:229,,morfología y prosodia,2,Bugaeva 2012:497,
1137,Hokkaido_Ainu,MorphCaus,1,2,Refsing 1979:142,,1,2,Bugaeva 2012:481,
1138,Hokkaido_Ainu,Tones,0,,,,0,,,
1139,Hokkaido_Ainu,Consonants,12,2,Refsing 1979:68,"“excluding the glottal plosive, there are 11 consonants” - well, lets not exclude it then because Bugaeva doesnt either",12,2,Bugaeva 2012:465,
1140,Hokkaido_Ainu,Vowels,5,2,Refsing 1979:68,,5,2,Bugaeva 2012:466,
1141,Hokkaido_Ainu,NasVowels,0,,,,0,,,
1142,Hokkaido_Ainu,AdjN,nan,,Refsing 1979:27,inflected like intransitive verbs → no adjectives,nan,,Bugaeva 2012:470,There is no morphologically distinct class of adjectives.
1143,Hokkaido_Ainu,GenN,GEN N ,2,Refsing 1979:40,,GEN N ,2,Bugaeva 2012:478,
1144,Hokkaido_Ainu,BasicWO,SOV ,2,Refsing 1979:40,,SOV ,2,Bugaeva 2012:472,
1145,Hokkaido_Ainu,VP_Agr,1,2,Refsing 1979:212,,1,2,Bugaeva 2012:472,
1146,Hokkaido_Ainu,NP_Agr,nan,,Refsing 1979:27,inflected like intransitive verbs → no adjectives,nan,,Bugaeva 2012:470,There is no morphologically distinct class of adjectives.
1147,Isinai,Pron1P,4,2,Scheerer 1918:59,dual and incl/excl,4,2,Perlawan 2015:26,does not give dual in table but in lexical appendix he does
1148,Isinai,Pron2P,2,2,,,2,2,Perlawan 2015:26,
1149,Isinai,Pron3P,2,2,,,2,2,Perlawan 2015:26,
1150,Isinai,Cases,3,2,Scheerer 1918:33,"“three fundamental groups of construction” – erg, abs, oblique",3,2,Perlawan 2015:18,"erg, abs oblique with genitive taking erg and oblique forms"
1151,Isinai,Dem,3,2,Scheerer 1918:60,"three different forms attested, but not differentiated for cases",3,2,Perlawan 2015:27,inflect for case
1152,Isinai,NumClass,1,1,Scheerer 1918:21,,0,1,,
1153,Isinai,GenClass,0,2,,,0,2,,
1154,Isinai,NounClass,0,2,,,0,2,,
1155,Isinai,InstrCom,nan,,,,nan,,,
1156,Isinai,Poss,nan,,,,nan,,,
1157,Isinai,LocDir,nan,,,,nan,,,
1158,Isinai,TempLoc,nan,,,,nan,,,
1159,Isinai,DitransMarking,1,2,Scheerer 1918:33,,1,2,Perlawan 2015:51,second object is oblique marked
1160,Isinai,CA_case,1,2,Scheerer 1918:33,,1,2,Perlawan 2015:18,
1161,Isinai,CA_head,0,2,Scheerer 1918:32,"“ If, in spite of this absence of inflection, !sinai word-forms and sentences have a distinctly assertiveenergy, they derive this in great part from the vigor of theparticles employed, which, as indicated above, show themselvesclearly as of emphatic or demonstrative origin.“",0,2,Perlawan 2015:30,"focus marker for persons, but no agreement"
1162,Isinai,CA_wordorder,0,2,,,0,2,,
1163,Isinai,PronAlign,ergativo-absolutivo,2,Scheerer 1918:40,,ergativo-absolutivo,2,Perlawan 2015:26,
1164,Isinai,NomAlign,ergativo-absolutivo,2,Scheerer 1918:40,,ergativo-absolutivo,2,Perlawan 2015:18,
1165,Isinai,TA_marks,nan,,,not discussed,5,2,Perlawan 2015:32,counting infinitive as Aspect as well
1166,Isinai,Evid,0,,,,0,,Perlawan 2015:35,
1167,Isinai,Questions,nan,,,not discussed,morfología,2,Perlawan 2015:53,question particle “kadi”
1168,Isinai,MorphCaus,nan,,,not discussed,1,2,Perlawan 2015:35,sa-
1169,Isinai,Tones,0,,,not discussed,0,,,
1170,Isinai,Consonants,nan,,,not discussed,16,2,Perlawan 2015:10,
1171,Isinai,Vowels,nan,,,not discussed,5,2,Perlawan 2015:10,
1172,Isinai,NasVowels,0,,,not discussed,0,,,
1173,Isinai,AdjN,Adj N ,2,Scheerer 1918:70,N Adj is a structure of Relative clause and has different means of subordination than Adj N,Adj N ,2,Perlawan 2015:10,
1174,Isinai,GenN,N GEN ,2,Scheerer 1918:93,"“ the possessivepronoun anticipating the expression of the possessor,”",N GEN ,2,Perlawan 2015:53,
1175,Isinai,BasicWO,VSO ,2,Scheerer 1918:50,taken from examples on eating venison,VSO ,2,Perlawan 2015:25,Various examples seem to indicate VSO; Only V-initial is sure however
1176,Isinai,VP_Agr,0,2,Scheerer 1918:32,"“ If, in spite of this absence of inflection, !sinai word-forms and sentences have a distinctly assertiveenergy, they derive this in great part from the vigor of theparticles employed, which, as indicated above, show themselvesclearly as of emphatic or demonstrative origin.“",0,2,Perlawan 2015:30,"focus marker for persons, but no agreement"
1177,Isinai,NP_Agr,0,1,Scheerer 1918:70,No explicit mention,0,1,Perlawan 2015:10,No explicit mention
1178,Komi-Zyrian,Pron1P,2,2,Gabelentz 1841:15,,2,2,Hausenberg 1998:313,all pronominal forms are implicitly given throughout the text
1179,Komi-Zyrian,Pron2P,2,2,Gabelentz 1841:15,,2,2,Hausenberg 1998:313,
1180,Komi-Zyrian,Pron3P,2,2,Gabelentz 1841:15,,2,2,Hausenberg 1998:313,
1181,Komi-Zyrian,Cases,13,2,Gabelentz 1841:6,"The missing cases seem to have grammaticalized from postpositions borrowed from Russian, see Gabelentz 1841:35, where various forms are given which resemble the missing cases, especially the comitative",17,2,Hausenberg 1998:312,"bound form, borrowed from Russian? See Gabelentz comment"
1182,Komi-Zyrian,Dem,2,1,Gabelentz 1841:20,"does only talk about proximate demonstrative, the distal is missing (but likely not missing in the language?)",3,2,Hausenberg 1998:314,
1183,Komi-Zyrian,NumClass,0,2,,,0,2,,
1184,Komi-Zyrian,GenClass,0,2,,,0,2,,
1185,Komi-Zyrian,NounClass,0,2,,,0,2,,
1186,Komi-Zyrian,InstrCom,0,2,Gabelentz 1841:36,"missing comitative in his analysis; but he gives a free postposition which resembles the comitative case as analyzed by Hausenberg, borrowed from Russian which might have grammaticalized",1,2,Hausenberg 1998:312,Comitative grammaticalized from Russian
1187,Komi-Zyrian,Poss,nan,,,,nan,,,
1188,Komi-Zyrian,LocDir,1,2,Gabelentz 1841:58,"illative, terminativ/transitive etc",1,2,Hausenberg 1998:312,"illative, transitive"
1189,Komi-Zyrian,TempLoc,0,2,Gabelentz 1841:56,inessive for both,0,2,Hausenberg 1998:312,"there’s an enassive case but without description, but most probably resembles the Gabelenth case"
1190,Komi-Zyrian,DitransMarking,1,2,Gabelentz 1841:6,rich case system,1,2,Hausenberg 1998:312,rich case system
1191,Komi-Zyrian,CA_case,1,2,Gabelentz 1841:6,,1,2,Hausenberg 1998:312,rich case system
1192,Komi-Zyrian,CA_head,1,2,Gabelentz 1841:23,,1,2,Hausenberg 1998:316,person suffixes for subject
1193,Komi-Zyrian,CA_wordorder,0,2,Gabelentz 1841:75,,0,2,Hausenberg 1998:321,
1194,Komi-Zyrian,PronAlign,nominativo-acusativo,2,Gabelentz 1841:15,,nominativo-acusativo,2,Hausenberg 1998:313,
1195,Komi-Zyrian,NomAlign,nominativo-acusativo,2,Gabelentz 1841:6,,nominativo-acusativo,2,Hausenberg 1998:312,
1196,Komi-Zyrian,TA_marks,5,2,Gabelentz 1841:22,"3 tense, 2 aspect",5,2,Hausenberg 1998:315,
1197,Komi-Zyrian,Evid,0,,,,0,,,
1198,Komi-Zyrian,Questions,morfología,2,Gabelentz 1841:43,does not talk about intonation and phonology,morfología,2,Hausenberg 1998:321,"both morphological and intonation: a question can be impliedpurely by intonation, so that the stress falls on the focused word"
1199,Komi-Zyrian,MorphCaus,nan,,,missing from analysis,1,2,Hausenberg 1998:317,
1200,Komi-Zyrian,Tones,0,,,,0,,,
1201,Komi-Zyrian,Consonants,22,1,Gabelentz 1841:3,taking the alphabet as base,26,1,Hausenberg 1998:309,9 palatal sounds seems werid
1202,Komi-Zyrian,Vowels,7,2,Gabelentz 1841:3,"taking the alphabet as base, but this seems more reliable with vowels than with consonants",7,2,Hausenberg 1998:308,taking the literatre version as reference point because Gabelentz takes this as reference as well
1203,Komi-Zyrian,NasVowels,0,,,,0,,,
1204,Komi-Zyrian,AdjN,Adj N ,2,Gabelentz 1841:75,,Adj N ,2,Hausenberg 1998:318,
1205,Komi-Zyrian,GenN,N GEN ,2,Gabelentz 1841:75,but orden of Possessor/possessum is flexible,N GEN ,2,Hausenberg 1998:319,
1206,Komi-Zyrian,BasicWO,no hay orden básico,2,Gabelentz 1841:75,"tendencia de VO, pero siempre flexible y sin preferencia para S",no hay orden básico,2,Hausenberg 1998:321,"“ the usual order being Sfubject] P redicate] 0[bject] A[dverbialj.But any other order is possible, constraints applying only within the phrase.Only the position of lhe nominal predicate after the subject is fixed:”"
1207,Komi-Zyrian,VP_Agr,1,2,Gabelentz 1841:23,,1,2,Hausenberg 1998:316,person suffixes for subject
1208,Komi-Zyrian,NP_Agr,1,2,Gabelentz 1841:13,case and number,0,2,Hausenberg 1998:318,no agreement
1209,Korana,Pron1P,6,1,Maingard 1962:17,"masc, fem, dual masc, pl indef + excl/incl in the last two",8,2,Meinhof 1930:43,"no excl/incl, but all forms attested as full forms, not clitics. Meinhof is very explicit about this; additional forms can be found in the vocabulary (incl/excl)"
1210,Korana,Pron2P,2,1,Maingard 1962:17,"full form only for sg mas/femData based on texts and vocabulary, may not be complete",8,2,Meinhof 1930:43,
1211,Korana,Pron3P,2,1,Maingard 1962:17,"full form only for sg mas/fem, sg used for pl as well (implicit in text)",9,2,Meinhof 1930:43,
1212,Korana,Cases,1,2,Maingard 1961:24,“subjektdeterminitiv” as ergative marker?,1,2,Meinhof 1930:40,there is an affix which is probably some kind of ergative predicative marker
1213,Korana,Dem,3,2,Maingard 1962:22,,2,2,Meinhof 1930:28, I”m K. fand ich nur he (hi) „dieser“ und //na”
1214,Korana,NumClass,0,2,,,0,2,,
1215,Korana,GenClass,0,2,,,0,2,,
1216,Korana,NounClass,1,2,Maingard 1962:12,,1,2,Meinhof 1930:34,
1217,Korana,InstrCom,nan,,,,nan,,,
1218,Korana,Poss,nan,,,,nan,,,
1219,Korana,LocDir,nan,1,,,nan,,,
1220,Korana,TempLoc,nan,,,,nan,,,
1221,Korana,DitransMarking,0,2,Maingard 1962:18,,0,2,Meinhof 1930:44,
1222,Korana,CA_case,1,2,Maingard 1962:18,subject affixes on N and V,1,2,Meinhof 1930:44,attaching to N and V
1223,Korana,CA_head,1,2,Maingard 1962:18,subject affix,1,2,Meinhof 1930:44,subject affix?Both authors give the same incoherent analysis
1224,Korana,CA_wordorder,0,2,Maingard 1962:18,,0,2,Meinhof 1930:44,
1225,Korana,PronAlign,neutro,2,Maingard 1962:18,says they are only used as subjects but then gives various examples where they are used for objects as well,neutro,2,Meinhof 1930:44,"“Viele Formen bleiben im Objekt unverändert, “la mayoria de formas no cambia ara ser objeto"
1226,Korana,NomAlign,neutro,2,Maingard 1962:16,,neutro,2,Meinhof 1930:44,
1227,Korana,TA_marks,5,2,Maingard 1962:23,+ compound forms of these formatives,5,2,Meinhof 1930:51,"5 “tenses”, did not recognize aspect but gives the same forms; also compounding of forms"
1228,Korana,Evid,2,2,Maingard 1962:23,necessity and possibility,2,2,Meinhof 1930:53,same moods
1229,Korana,Questions,nan,,,not mentioned,morfología,2,Meinhof 1930:61,clause-final particle
1230,Korana,MorphCaus,1,2,Maingard 1962:32,-si,1,2,Meinhof 1930:48,
1231,Korana,Tones,5,2,Maingard 1962:7,low mid high + raising +  falling,3,1,Meinhof 1930:22,"low, mid, highmenciona “cambios”, pero dice que no están investigados todavia, probablemente se refiere a raising/falling"
1232,Korana,Consonants,22,2,Maingard 1962:3,4  clicks,22,2,Meinhof 1930:22ff,4 clickshe Did not count h as phoneme but is clearly present and part of his description
1233,Korana,Vowels,6,2,Maingard 1962:3-4,,5,2,Meinhof 1930:28,"only 5 are given, but the possibilities of distinguishing two “e” is discussed, but no distinctiveness is attested"
1234,Korana,NasVowels,5,2,Maingard 1962:3,all vowels but schwa can be nasalized,5,2,Meinhof 1930:28,
1235,Korana,AdjN,Adj N ,2,Maingard 1962:16,implicit from examples,Adj N ,2,Meinhof 1930:41,postnominal Adj are possible but seem to be predicative (or reverse dependency)
1236,Korana,GenN,nan,,,no mention of possessive construction,GEN N ,2,Meinhof 1930:40,
1237,Korana,BasicWO,SOV ,2,Maingard 1962:37,,nan,,"Meinhof 1930:44 (VOS)Meinhof 1930:60 (SV, TopV)","no coherent evidence, once VS is mentioned, at other place VOS"
1238,Korana,VP_Agr,1,2,Maingard 1962:18,subject affix,1,2,Meinhof 1930:44,
1239,Korana,NP_Agr,0,2,Maingard 1962:16,only case-agr in VERY special occasions but not on a general level: “In one or two instances the adjective has the same suffix 3 rd person personal pronoun as the noun it qualifies especially with terms o f family relationship.“,0,2,Meinhof 1930:41,
1240,Lokono,Pron1P,2,2,Cervaux 1882:187,"Cervaux mixes all pronouns, but the forms can be analyzed reliably;",2,2,Pet 2011:12,
1241,Lokono,Pron2P,2,2,Cervaux 1882:187,,2,2,Pet 2011:12,
1242,Lokono,Pron3P,3,2,Cervaux 1882:187,Cervaux mistakes an article as 4th pronoun his non-male is the non-human pronoun,3,2,Pet 2011:12,
1243,Lokono,Cases,0,2,Cervaux 1882:169,"no case, onlz postpositions for obliques: “Die Declination eines Wortes an sich verursacht im Arawakischen keine Veränderung desselben”",0,2,Pet 2011:12,“gramatical case roles are not distinguished morphologically”; some oblique postpositions
1244,Lokono,Dem,15,1,,"No reliable seperation from possessive and demonstrative pronouns can be made, but the set seems equally complex than that of Pet",15,2,Pet 2011:15,3 animacy and 5 proximacy levels
1245,Lokono,NumClass,0,2,Cervaux 1882:180,no classifiers;,0,2,,
1246,Lokono,GenClass,0,2,,,0,2,,
1247,Lokono,NounClass,1,2,Cervaux 1882:169,“only 2” - does not talk about animacy,1,2,Pet 2011:18,"m/f, animacy also plays a role"
1248,Lokono,InstrCom,0,1,,not mentioned,0,2,Pet 2011:21,"""abo” as instrumentral and comitative"
1249,Lokono,Poss,nan,,,not mentioned,1,2,Pet 2011:16,
1250,Lokono,LocDir,nan,,,not mentioned,1,2,Pet 2011:46,rich postposition inventory
1251,Lokono,TempLoc,nan,,,not mentioned,1,2,Pet 2011:46,rich postposition inventory
1252,Lokono,DitransMarking,1,2,Crevaux 1882:169,dative postp,1,2,Pet 2011:46,rich postposition inventory (indirect object with benefactive)
1253,Lokono,CA_case,0,2,Crevaux 1882:197,,0,2,Pet 2011:12,“gramatical case roles are not distinguished morphologically”
1254,Lokono,CA_head,1,2,Crevaux 1882:197,enclitics,1,2,Pet 2011:13,"primarily marked on the V; some forms are bound, others are not"
1255,Lokono,CA_wordorder,0,2,Crevaux 1882:197,,0,2,Pet 2011:13,"primarily marked on the V; some forms are bound, others are not"
1256,Lokono,PronAlign,neutro,2,Crevaux 1882:169,,neutro,2,Pet 2011:13,"some forms seem to show Nom-Acc, but distinction is difficult because some forms are bound and others are not (free forms do not seem to vary)"
1257,Lokono,NomAlign,neutro,2,Crevaux 1882:169,,neutro,2,Pet 2011:12,“gramatical case roles are not distinguished morphologically”
1258,Lokono,TA_marks,2,1,Cervaux 1882:197,really bad analysis of TAM,5,2,Pet 2011:31,
1259,Lokono,Evid,0,,Cervaux 1882:197,,0,,Pet 2011:31,
1260,Lokono,Questions,nan,,,not mentioned,prosodia,2,Pet 2011:60,Speaking them with a sentence-final rising intonation can change any sentence into a yes-no question.”
1261,Lokono,MorphCaus,1,2,Cervaux 1882:195,“?Hiphil ratione significatus” - form and meaning corresponds to that of Pet,1,2,Pet 2011:37,
1262,Lokono,Tones,0,,,,0,,,
1263,Lokono,Consonants,14,1,Cervaux 1882:167,"he gives 19 “letters”, not phonemes; count is definetly not reliable",22,2,Pet 2011:8,
1264,Lokono,Vowels,5,1,,"“ Die Arawaken haben in ihrer Sprache aus den ordinairen Alphabet, folgende 19 Buchstaben: a, b, d, e, g, A, i, A, /, m, n, 0, p, q, r, s, f, ii, »>. “",10,2,Pet 2011:8,
1265,Lokono,NasVowels,0,,,,0,2,Pet 2011:8,"only phonological, not phonemic nasalization"
1266,Lokono,AdjN,nan,,Cervaux 1882:175,"stative verbs: “Ihre Adjectiva kommen von den Verbis her, und sind eigentlich Participia von denselbigen”",nan,,Pet 2011:115,“There appear to be no descriptive adjectives in Arawak; almost all concepts which would be expressed by adjectives in English are expressed by means of stative verbs in Arawak.”
1267,Lokono,GenN,GEN N ,2,Cervaux 1882:188,no genitive,GEN N ,2,Pet 2011:52,no morphological genitive
1268,Lokono,BasicWO,SVO ,2,Cervaux 1882:219,,SVO ,2,Pet 2011:26,"S is mostly expressed on the V, however"
1269,Lokono,VP_Agr,1,2,Crevaux 1882:197,enclitics,1,2,Pet 2011:13,
1270,Lokono,NP_Agr,nan,,,no real adjectives,nan,,,no real adjectives
1271,Ngalkbun,Pron1P,5,2,Capell 1962:102,,5,2,Cutfield 2011:394,
1272,Ngalkbun,Pron2P,3,2,Capell 1962:102,,3,2,Cutfield 2011:394,
1273,Ngalkbun,Pron3P,3,2,Capell 1962:102,,3,2,Cutfield 2011:394,
1274,Ngalkbun,Cases,10,2,Capell 1962:110,,nan,,,no reliable analisis of role marking apart frm nuclear cases is given
1275,Ngalkbun,Dem,8,1,Capell 1962:105,"one form (“gunuldi”) which is not attested all with Cutfield. However, no examples are given to start comparisons and it seems to be more of a predicative marker than a spatial demonstrative",7,2,Cutfield 2011:183,"its what the whole PHD is about, so its a very complex topic; argues that the missing marker is a predicative marker “this is the...that”"
1276,Ngalkbun,NumClass,0,2,,,0,2,,
1277,Ngalkbun,GenClass,0,2,Capell 1962:73,,0,2,Cutfield 2011:28,"does even misgloss genitive as dative...but is reconstructable from text, no classifier there"
1278,Ngalkbun,NounClass,0,2,Capell 1962:92,without noun classes,0,2,Cutfield 2011:30,"the loss of the proto Gunwinyguan gender system, is well attested"
1279,Ngalkbun,InstrCom,1,2,Capell 1962:111,,1,2,Cutfield 2011:35,both as applicatives and on nouns
1280,Ngalkbun,Poss,nan,,,not mentioned,nan,,,not mentioned
1281,Ngalkbun,LocDir,1,2,Capell 1962:110,,1,2,Cutfield 2011:127,
1282,Ngalkbun,TempLoc,0,2,Capell 1962:110,,0,2,Cutfield 2011:128,
1283,Ngalkbun,DitransMarking,1,2,Capell 1962:110,dative and other cases,1,2,Cutfield 2011:31,"Optional affixes for goals, sources etc"
1284,Ngalkbun,CA_case,1,2,Capell 1962:110,,1,2,Cutfield 2011:31,“Core grammatical functions are indexed as pronominal proclitics on the verb”
1285,Ngalkbun,CA_head,1,2,Capell 1962:102,,1,2,Cutfield 2011:31,“Core grammatical functions are indexed as pronominal proclitics on the verb”
1286,Ngalkbun,CA_wordorder,0,2,Capell 1962:102,,0,2,Cutfield 2011:31,“Core grammatical functions are indexed as pronominal proclitics on the verb”
1287,Ngalkbun,PronAlign,ergativo-absolutivo,2,Capell 1962:102,,ergativo-absolutivo,2,Cutfield 2011:395,"analysis only implicit from appendix, how can you mention something like this not in the main part of the thesis? wtf"
1288,Ngalkbun,NomAlign,ergativo-absolutivo,2,Capell 1962:110,ergative/instrumental marker,ergativo-absolutivo,2,Cutfield 2011:84,Cutfield presents -yah as ergative/instrumental marker
1289,Ngalkbun,TA_marks,5,2,Capell 1962:115,,5,2,Cutfield 2011:37,Speaks about TAM categories but only gives tense categories
1290,Ngalkbun,Evid,0,,,,0,,,
1291,Ngalkbun,Questions,morfología,2,Capell 1962:108,,nan,,,not mentioned
1292,Ngalkbun,MorphCaus,0,2,Capell 1962:112,"there is a detransitivizer discussed,but probably no causative morphology",nan,,,not mentioned
1293,Ngalkbun,Tones,0,,,,0,,,
1294,Ngalkbun,Consonants,19,2,Capell 1962:93,interdental  nasal which is not present with Cutfield,18,2,Cutfield 2011:xiii,
1295,Ngalkbun,Vowels,6,2,Capell 1962:94,,6,2,Cutfield 2011:xiii,"some speakers use a 6th vowel, but seems to merge with / u /"
1296,Ngalkbun,NasVowels,0,,,,0,,,
1297,Ngalkbun,AdjN,N Adj ,2,Capell 1962:104,Are adjectives really an own PoS class?,N Adj ,2,Cutfield 2011:91,Unclear whether adjectives exist as different from Nouns
1298,Ngalkbun,GenN,N GEN ,2,Capell 1962:110,,N GEN ,2,Cutfield 2011:28,"talking about genitive on the dependent and GEN given in glosses, but no single example including a genitive modifier exists"
1299,Ngalkbun,BasicWO,no hay orden básico,2,Capell 1962:124,,no hay orden básico,2,Cutfield 2011:113,“few if any constraints on word order”
1300,Ngalkbun,VP_Agr,1,2,Capell 1962:102,,1,2,Cutfield 2011:31,“Core grammatical functions are indexed as pronominal proclitics on the verb”
1301,Ngalkbun,NP_Agr,nan,,,no plural discussed with adjectives,nan,,,"not discussed, maybe not even adjectives in this language"
1302,Nganasan,Pron1P,3,2,Castren 1854:349,,3,2,Wagner 2018:106,
1303,Nganasan,Pron2P,3,2,Castren 1854:349,,3,2,Wagner 2018:106,
1304,Nganasan,Pron3P,3,2,Castren 1854:349,,3,2,Wagner 2018:106,
1305,Nganasan,Cases,7,2,Castren 1854:108,"“Casus: den Nominativ, Genitiv, Accusaliv, Dativ, Locntiv, Ablativ und Prosecutiv”",8,2,Wagner 2018:189,"“nominative, accusative, genitive, lative-dative, locative-instrumental, ablative-elative and prolative” + recently grammaticalized comitative"
1306,Nganasan,Dem,3,2,Castren 1854:358,also three stems,3,2,Wagner 2018:127,three stems
1307,Nganasan,NumClass,0,2,,,0,2,,
1308,Nganasan,GenClass,0,2,,,0,2,,
1309,Nganasan,NounClass,0,2,,,0,2,Wagner 2018:176,"“There is no grammatical gender, and the animate/inanimate contrast also does not have grammatical correlates.”"
1310,Nganasan,InstrCom,0,2,Castren 1854:108,locative used,1,2,Wagner 2018:189,recently grammaticalized comitative case; instrumental expressed via locative
1311,Nganasan,Poss,nan,,,not mentioned,0,2,Wagner 2018:317,“There is no structural difference between alienable and inalienable possessive construction.”
1312,Nganasan,LocDir,1,2,Castren 1854:108,locative and prolative,1,2,Wagner 2018:2000,prolative case
1313,Nganasan,TempLoc,0,2,Castren 1854:113,"not explicit, but no special form for temporal is attested",0,2,Wagner 2018:198,
1314,Nganasan,DitransMarking,1,2,Castren 1854:108,dative constructions,1,2,Wagner 2018:197,“the Recipient-argument and the beneficiary of a ditransitive construction is marked by the lative.“
1315,Nganasan,CA_case,1,2,Castren 1854:108,,1,2,Wagner 2018:195,"Acc is being lost, but especially dual/plural forms still show"
1316,Nganasan,CA_head,1,2,Castren 1854:264,,1,2,Wagner 2018:19,
1317,Nganasan,CA_wordorder,0,2,Castren 1854:264,,0,2,,
1318,Nganasan,PronAlign,neutro,2,Castren 1854:349,,neutro,2,Wagner 2018:106,"“Personal pronouns most often function as the subject of a sentence” - “ Presently, the accusative and the genitive forms are identical to the nominative form.”"
1319,Nganasan,NomAlign,nominativo-acusativo,2,Castren 1854:108,,nominativo-acusativo,2,Wagner 2018:19,
