1,Language_ID,Parameter_ID,Value,Certainty,Comment,Source,Year
355,Chontal,Pron1P,4,2,For each person - agentive and patent forms are distinguished – Se marcan dos formas por cada persona (tanto singular como plural): una agentiva y otra pacientiva.,chontal2004[46],2004
356,Chontal,Pron2P,2,1,SG/PL,chontal1967[357],1967
357,Chontal,Pron2P,4,2,For each person - agentive and patent forms are distinguished – Se marcan dos formas por cada persona (tanto singular como plural): una agentiva y otra pacientiva.,chontal2004[46],2004
358,Chontal,Pron3P,0,NA,Combined with Deictics – La tercera persona se codifica con deícticos tanto singulares como plulrales.,chontal1967[357],1967
359,Chontal,Pron3P,0,2,No pronominal forms for third person – No haya marcas pronominales de tercera persona.,chontal2004[46],2004
360,Chontal,PronAlign,active-inactive,2,Active/Inactice shapes the grammar and codes participants of clause – Según la autora - el contraste entre acción-inacción (agentivo/pacientivo) da forma a la gramática y su diferenciación codifica a los participantes de la cláusula.,chontal2004[74],2004
361,Chontal,PronAlign,nominative-accusative,1,,chontal1967[354],1967
362,Chontal,Questions,0,1,Forms function as base – Las formas funcionan como bases: palabras interrogativas.,chontal2004[88],2004
363,Chontal,Questions,1,1,morphologically,chontal1967[361],1967
364,Chontal,TA_marks,6,1,6 aspect marker,chontal1967[356],1967
365,Chontal,TA_marks,13,2,5 aspect - 4 of which have two forms (sg/pl); stative has 5 different forms; no temporal markers - category is adverbially marked,chontal2004[51-53],2004
366,Chontal,TempLoc,1,1,,chontal1967[358],1967
367,Chontal,TempLoc,1,2,,chontal2004[68],2004
368,Chontal,Tones,0,1,,chontal2004[35-37],2004
369,Chontal,Tones,2,1,,chontal1967[352],1967
370,Chontal,VP_Agr,1,1,Verb can have mark of indirect object – El verbo puede llevar marca de objeto indirecto.,chontal1967[355],1967
371,Chontal,VP_Agr,1,2,,chontal2004[71],2004
372,Chontal,Vowels,5,2,,chontal1967[351],1967
373,Chontal,Vowels,5,2,Long forms without phonological value – La autora considera vocales largas pero no les asigna valor fonológico.,chontal2004[35-36],2004
374,Comanche,AdjN,Adj N,2,,comanche1993[192],1993
375,Comanche,AdjN,NA,NA,,comanche1865,1865
376,Comanche,BasicWO,SOV,2,,comanche1993[194],1993
377,Comanche,BasicWO,NA,NA,,comanche1865,1865
378,Comanche,CA_case,1,2,,comanche1993[53],1993
379,Comanche,CA_case,NA,NA,,comanche1865,1865
380,Comanche,CA_head,1,2,,comanche1993[113],1993
381,Comanche,CA_head,NA,NA,,comanche1865,1865
382,Comanche,CA_wordorder,1,2,,comanche1993[194],1993
383,Comanche,CA_wordorder,NA,NA,,comanche1865,1865
384,Comanche,Cases,0,2,,comanche1865[355],1865
385,Comanche,Cases,3,2,,comanche1993[47],1993
386,Comanche,ClassGen,0,NA,,comanche1865,1865
387,Comanche,ClassGen,0,NA,,comanche1993,1993
388,Comanche,ClassNoun,1,2,via lexicon,comanche1865[354],1865
389,Comanche,ClassNoun,1,2,,comanche1993[47],1993
390,Comanche,ClassNum,0,NA,,comanche1865,1865
391,Comanche,ClassNum,0,NA,,comanche1993,1993
392,Comanche,Consonants,12,2,,comanche1993[10],1993
393,Comanche,Consonants,NA,NA,,comanche1865,1865
394,Comanche,Dem,2,1,,comanche1865[359],1865
395,Comanche,Dem,5,2,counting the roots only – Estoy contando solo las raíces,comanche1993[90-91],1993
396,Comanche,DitransMarking,NA,NA,,comanche1865,1865
397,Comanche,DitransMarking,NA,NA,,comanche1993,1993
398,Comanche,Evid,NA,NA,,comanche1865,1865
399,Comanche,Evid,NA,NA,,comanche1993,1993
400,Comanche,GenN,NA,NA,,comanche1865,1865
401,Comanche,GenN,NA,NA,,comanche1993,1993
402,Comanche,InstrCom,1,2,,comanche1993[224],1993
403,Comanche,InstrCom,NA,NA,,comanche1865,1865
404,Comanche,LocDir,NA,NA,,comanche1865,1865
405,Comanche,LocDir,NA,NA,,comanche1993,1993
406,Comanche,MorphCaus,1,2,,comanche1993[130],1993
407,Comanche,MorphCaus,NA,NA,,comanche1865,1865
408,Comanche,NP_Agr,1,2,,comanche1993[7],1993
409,Comanche,NP_Agr,NA,NA,,comanche1865,1865
410,Comanche,NasVowels,0,2,,comanche1993[19],1993
411,Comanche,NasVowels,NA,NA,,comanche1865,1865
412,Comanche,NomAlign,nominative-accusative,2,,comanche1993[53],1993
413,Comanche,NomAlign,NA,NA,,comanche1865,1865
414,Comanche,Poss,NA,NA,,comanche1865,1865
415,Comanche,Poss,NA,NA,,comanche1993,1993
416,Comanche,Pron1P,2,2,,comanche1865[356],1865
417,Comanche,Pron1P,5,2,,comanche1993[98],1993
418,Comanche,Pron2P,2,2,,comanche1865[356],1865
419,Comanche,Pron2P,7,2,,comanche1993[98],1993
420,Comanche,Pron3P,2,2,,comanche1865[356],1865
421,Comanche,Pron3P,16,2,,comanche1993[98],1993
422,Comanche,PronAlign,nominative-accusative,1,,comanche1993[98-99],1993
423,Comanche,PronAlign,NA,NA,,comanche1865,1865
424,Comanche,Questions,0,2,Inflected pronouns – Flexión en el pronombre,comanche1993[108],1993
425,Comanche,Questions,NA,NA,,comanche1865,1865
426,Comanche,TA_marks,0,1,Lexical particles,comanche1865[357-359],1865
427,Comanche,TA_marks,13,2,,"comanche1993[135,142]",1993
428,Comanche,TempLoc,NA,NA,,comanche1865,1865
429,Comanche,TempLoc,NA,NA,,comanche1993,1993
430,Comanche,Tones,NA,NA,,comanche1865,1865
431,Comanche,Tones,NA,NA,,comanche1993,1993
432,Comanche,VP_Agr,1,2,,"comanche1993[136,149]",1993
433,Comanche,VP_Agr,NA,NA,,comanche1865,1865
434,Comanche,Vowels,6,2,,comanche1993[10],1993
435,Comanche,Vowels,NA,NA,,comanche1865,1865
436,Creek,AdjN,N Adj,2,,creek2004[46],2004
437,Creek,AdjN,NA,2,There are no adjectives in Seminola lexicon',creek1977[65],1977
438,Creek,BasicWO,SOV,2,,creek1977[145],1977
439,Creek,BasicWO,SOV,2,,creek2004[32-33],2004
440,Creek,CA_case,1,1,,creek1977[61],1977
441,Creek,CA_case,NA,NA,,creek2004,2004
442,Creek,CA_head,1,2,,creek1977[93-104],1977
443,Creek,CA_head,NA,NA,,creek2004,2004
444,Creek,CA_wordorder,1,2,,creek1977[143-145],1977
445,Creek,CA_wordorder,1,2,,creek2004[32-33],2004
446,Creek,Cases,3,2,,creek1977[61],1977
447,Creek,Cases,NA,NA,,creek2004,2004
448,Creek,ClassGen,0,NA,,creek1977,1977
449,Creek,ClassGen,0,NA,,creek2004,2004
450,Creek,ClassNoun,0,NA,,creek2004,2004
451,Creek,ClassNoun,1,2,,creek1977[59],1977
452,Creek,ClassNum,0,NA,,creek1977,1977
453,Creek,ClassNum,0,NA,,creek2004,2004
454,Creek,Consonants,14,2,,creek1977[8],1977
455,Creek,Consonants,NA,NA,,creek2004,2004
456,Creek,Dem,3,2,,creek1977[57],1977
457,Creek,Dem,NA,NA,,creek2004,2004
458,Creek,DitransMarking,NA,NA,,creek1977,1977
459,Creek,DitransMarking,NA,NA,,creek2004,2004
460,Creek,Evid,1,1,,creek1977[115],1977
461,Creek,Evid,NA,NA,,creek2004,2004
462,Creek,GenN,N Gen,2,,creek1977[136],1977
463,Creek,GenN,NA,NA,,creek2004,2004
464,Creek,InstrCom,0,2,,creek1977[105],1977
465,Creek,InstrCom,NA,NA,,creek2004,2004
466,Creek,LocDir,1,2,,creek1977[77-86],1977
467,Creek,LocDir,NA,NA,,creek2004,2004
468,Creek,MorphCaus,1,2,,creek1977[75],1977
469,Creek,MorphCaus,NA,NA,,creek2004,2004
470,Creek,NP_Agr,1,1,based on examples that indicate agreement,creek2004[46-47],2004
471,Creek,NP_Agr,NA,NA,No adjectives,creek1977[65],1977
472,Creek,NasVowels,0,1,,creek2004[6-8],2004
473,Creek,NasVowels,3,2,,creek1977[14-15],1977
474,Creek,NomAlign,ergative-absolutive,1,,creek1977[61],1977
475,Creek,NomAlign,NA,NA,,creek2004,2004
476,Creek,Poss,1,2,,creek1977[54-56],1977
477,Creek,Poss,1,1,,creek2004[84],2004
478,Creek,Pron1P,11,2,,creek1977[49-58],1977
479,Creek,Pron1P,NA,NA,,creek2004,2004
480,Creek,Pron2P,6,2,,creek1977[49-58],1977
481,Creek,Pron2P,NA,NA,,creek2004,2004
482,Creek,Pron3P,6,2,Also mentioning prefixes for reflexive - reciprocal and indefinite - 8 in total,creek1977[49-68],1977
483,Creek,Pron3P,NA,NA,,creek2004,2004
484,Creek,PronAlign,NA,NA,,creek1977,1977
485,Creek,PronAlign,NA,NA,,creek2004,2004
486,Creek,Questions,1,2,,creek1977[115-116],1977
487,Creek,Questions,1,2,,"creek2004[34,179]",2004
488,Creek,TA_marks,4,1,,creek1977[111],1977
489,Creek,TA_marks,6,2,,creek2004[119-135],2004
490,Creek,TempLoc,NA,NA,,creek1977,1977
491,Creek,TempLoc,NA,NA,,creek2004,2004
492,Creek,Tones,3,2,,creek1977[19],1977
493,Creek,Tones,3,1,,creek2004[17-23],2004
494,Creek,VP_Agr,1,2,,creek1977[93],1977
495,Creek,VP_Agr,1,2,,"creek2004[74,94]",2004
496,Creek,Vowels,10,2,,creek1977[14-15],1977
497,Creek,Vowels,NA,NA,,creek2004,2004
498,Domari,AdjN,Adj N,2,,domari1914[17],1914
499,Domari,AdjN,Adj N,2,,domari2012[202],2012
500,Domari,BasicWO,SVO,2,no explicit statement - but analysis seems to hold for SVO,domari1914[ 26],1914
501,Domari,BasicWO,SVO,2,The pre-verbal field contains both the temporal specification and the identification of thesubject-topic. The post-verbal field contains both the argument of the verb (averb of motion that takes an indirect object) - as well as a purpose clause thatoffers a glimpse into the continuing unfolding of the story.,domari2012[317],2012
502,Domari,CA_case,1,2,,domari1914[ 21],1914
503,Domari,CA_case,1,2,case only on nouns,domari2012[214],2012
504,Domari,CA_head,1,2,,domari1914[ 21],1914
505,Domari,CA_head,1,2,subject and object affixes,domari2012[214],2012
506,Domari,CA_wordorder,0,2,,domari1914[15],1914
507,Domari,CA_wordorder,0,2,,domari2012[214],2012
508,Domari,Cases,7,2,Benefactivo - Locativo - Dativo - Sociativo - Ablativo - Nom - Voc,domari2012[214],2012
509,Domari,Cases,8,2,—Nominative - Voca­tive - Accusative - Dative - Locative+Instrumental (one form) - Associative - Directive - Ablative.,domari1914[15],1914
510,Domari,ClassGen,0,2,,domari1914,1914
511,Domari,ClassGen,0,2,,domari2012,2012
512,Domari,ClassNoun,1,2,,domari1914[9],1914
513,Domari,ClassNoun,1,2,,domari2012[128],2012
514,Domari,ClassNum,0,2,Number system is borrowed from arabic,domari1914,1914
515,Domari,ClassNum,0,2,Kurdish and arabic number system,domari2012[188],2012
516,Domari,Consonants,29,1,A lot of Arabic borrowings,domari1914[3],1914
517,Domari,Consonants,34,2,A lot of Arabic borrowings,domari2012[36],2012
518,Domari,Dem,6,2,,domari1914[23],1914
519,Domari,Dem,6,2,gender contrast in demonstratives - but not personal pronouns,domari2012[219],2012
520,Domari,DitransMarking,1,2,dative,domari1914[15],1914
521,Domari,DitransMarking,1,2,dative,domari2012[316],2012
522,Domari,Evid,0,NA,,domari1914,1914
523,Domari,Evid,0,2,tense form used sometimes for evidentiality,domari2012[277],2012
524,Domari,GenN,Gen N,2,ongoing shift from genitive to ablative?,domari1914[13],1914
525,Domari,GenN,N Gen,2,ablative marks possessor,domari2012[161],2012
526,Domari,InstrCom,0,2,Not productive anymore: “a marginal case marker in the Domari variety of Jerusalem - having been almost entirely replaced by the Arabic preposition PDযn‘with’ among the majority of speakers. It is used in a comitative function; all examples in the corpus are limited to its occurrence with the verb ߂ ‘to speak’:,domari2012[163],2012
527,Domari,InstrCom,1,2,,domari1914[12],1914
528,Domari,LocDir,0,2,Directional either by locative or dative (depends on the semantics) - but directive has been lost,domari2012[147],2012
529,Domari,LocDir,1,2,“directive” and locative,domari1914[12],1914
530,Domari,MorphCaus,1,2,-naw,domari1914[ 33],1914
531,Domari,MorphCaus,1,2,-naw/aw-,domari2012[236],2012
532,Domari,NP_Agr,1,2,Gender and Number,domari1914[ 17],1914
533,Domari,NP_Agr,1,2,Gender and Number,domari2012[202],2012
534,Domari,NasVowels,0,2,,domari1914,1914
535,Domari,NasVowels,0,2,,domari2012,2012
536,Domari,NomAlign,nominative-accusative,2,,domari1914[12],1914
537,Domari,NomAlign,nominative-accusative,2,,domari2012[128],2012
538,Domari,Poss,0,2,only pronominal suffixes,domari1914[22],1914
539,Domari,Poss,0,2,,domari2012[166],2012
540,Domari,Pron1P,2,2,Phrasal form for incl/excl (p. 22),domari1914[20],1914
541,Domari,Pron1P,2,2,,domari2012[214],2012
542,Domari,Pron2P,2,2,,domari1914[20],1914
543,Domari,Pron2P,2,2,,domari2012[214],2012
544,Domari,Pron3P,2,2,,domari1914[20],1914
545,Domari,Pron3P,2,2,,domari2012[214],2012
546,Domari,PronAlign,neuter,2,Properly speaking - they are indeclin­able -,domari1914[ 20],1914
547,Domari,PronAlign,neuter,2,“ personal pronouns do not inflect for nominal case”,domari2012[214],2012
548,Domari,Questions,prosody,2,the principal structural feature indicating the question illocution is the rising intonation - coupled with the use of subjunctive/imperative mood of the verb which indicates the suspended realisation of the action.,domari2012[324],2012
549,Domari,Questions,NA,NA,only talking about pronouns,domari1914[24],1914
550,Domari,TA_marks,2,1,“ the original Aryan tense-system has utterly broken down under the influence of the Arabic verb - and that while such || Nuri personal endings as are necessary have been retained - their syntactic treatment is now purely Semitic.“ ------- “Macalister completely fails to identify the presence of the external tense markers L and D and hence the meaningful distinction between forms like” - comment by Matras,domari1914[ 26],1914
551,Domari,TA_marks,4,2,id- - s- - I - aStabilized system,domari2012[239],2012
552,Domari,TempLoc,0,2,,domari1914[12],1914
553,Domari,TempLoc,0,2,Expressions of time are similarly treated by analogy to spatial containment:,domari2012[155],2012
554,Domari,Tones,0,NA,,domari1914,1914
555,Domari,Tones,0,NA,,domari2012,2012
556,Domari,VP_Agr,1,2,,domari1914[ 27],1914
557,Domari,VP_Agr,1,2,,domari2012[249],2012
558,Domari,Vowels,12,1,,domari1914[20],1914
559,Domari,Vowels,14,2,“vowel sounds tend to alternate with neighbouring variants without any meaningful contrast. Phoneme boundaries can therefore be formed around clusters of adjoining vowels )”,domari2012[42],2012
560,Even,AdjN,Adj N,2,some constructions with N-Adj,even1955[116],1955
561,Even,AdjN,Adj N,2,N-Adj if used predicatively,even2011[68],2011
562,Even,BasicWO,no basic word order,2,no basic word order - “ das L a m u tisch e ein e S p ra ch e m it r e c h t fre ie r W o r t ­ste llu n g ist.“ ,even1955[116],1955
563,Even,BasicWO,no basic word order,2,Huge russian influence stated by author,even2011[114],2011
564,Even,CA_case,1,2,,even1955[55],1955
565,Even,CA_case,1,2,,even2011[54],2011
566,Even,CA_head,1,2,,even1955[87],1955
567,Even,CA_head,1,2,,even2011[81],2011
568,Even,CA_wordorder,0,2,,even1955[116],1955
569,Even,CA_wordorder,0,2,,even2011[81],2011
570,Even,Cases,13,2,Vocative lost - Adessiv also lostCombination of directional + prolativ is made explicit as single case in Benzing (through...until),even2011[53],2011
571,Even,Cases,16,2,Nom - Voc - Acc - Part - Dat - Abl - Lok - Prol - Dir-Loc - Dir-Pro - Direktiv - Instr - Elativ - Adessiv - Komitativ - Äquativ,even1955[55],1955
572,Even,ClassGen,0,2,,even1955,1955
573,Even,ClassGen,0,2,,even2011,2011
574,Even,ClassNoun,0,2,,even1955,1955
575,Even,ClassNoun,0,2,,even2011,2011
576,Even,ClassNum,0,2,,even1955[71],1955
577,Even,ClassNum,0,2,neither mentioned nor evidence,even2011[218],2011
578,Even,Consonants,23,1,No minimal pairs are established; are we dealing with phonemes or qualities? (it seems like qualities - which makes the comparison more difficult),even1955[10],1955
579,Even,Consonants,27,2,phonemes: 18not counted: 4 which appear only in russian loanwords,even2011[23],2011
580,Even,Dem,2,2,lists three - but one seems to be the not spatial (“eben der”),even1955[76],1955
581,Even,Dem,2,2,,even2011[63],2011
582,Even,DitransMarking,1,2,rich case system,even1955[55],1955
583,Even,DitransMarking,1,2,rich case system,even2011[54],2011
584,Even,Evid,0,NA,,even1955,1955
585,Even,Evid,0,NA,,even2011,2011
586,Even,GenN,Gen N,2,Owner poss-N: “wird das Besitzverhältnis zweier Sub­stantive im allgemeinen durch eine Konstruktion mit Possessivsuffix aus­gedrückt - welche unseren Genitiv ersetzt: Marja 3 u .11 ‘Maria ihr-Haus’ >”,even1955[83],1955
587,Even,GenN,Gen N,2,,even2011[219],2011
588,Even,InstrCom,1,2,,even1955[55],1955
589,Even,InstrCom,1,2,,even2011[53],2011
590,Even,LocDir,1,2,further distinguishing prolative and directional,even1955[61],1955
591,Even,LocDir,1,2,further distinguishing prolative and directional,even2011[53],2011
592,Even,MorphCaus,1,2,,even1955[48],1955
593,Even,MorphCaus,1,2,,even2011[76],2011
594,Even,NP_Agr,1,2,,even1955[66],1955
595,Even,NP_Agr,1,2,add morphological case and number affixes the same as nouns.,even2011[68],2011
596,Even,NasVowels,0,NA,,even1955,1955
597,Even,NasVowels,0,NA,,even2011,2011
598,Even,NomAlign,nominative-accusative,2,,even1955[55],1955
599,Even,NomAlign,nominative-accusative,2,,even2011[63],2011
600,Even,Poss,NA,NA,not mentioned,even1955,1955
601,Even,Poss,NA,NA,not mentioned,even2011,2011
602,Even,Pron1P,3,2,no gen - but incl/excl,even1955[75],1955
603,Even,Pron1P,3,2,,even2011[63],2011
604,Even,Pron2P,2,2,,even1955[75],1955
605,Even,Pron2P,2,2,,even2011[63],2011
606,Even,Pron3P,2,2,,even1955[75],1955
607,Even,Pron3P,2,2,,even2011[63],2011
608,Even,PronAlign,nominative-accusative,2,,even1955[76],1955
609,Even,PronAlign,nominative-accusative,2,,even2011[63],2011
610,Even,Questions,morphology,2,,even1955[111],1955
611,Even,Questions,morphology,2,,even2011[111],2011
612,Even,TA_marks,13,2,He has a very broad definition of aspect -,even1955[43-45],1955
613,Even,TA_marks,13,2,extensive list in old questionnaire;,even2011[77-94],2011
614,Even,TempLoc,0,2,,even1955[60],1955
615,Even,TempLoc,0,2,,even2011[54],2011
616,Even,Tones,0,NA,,even1955,1955
617,Even,Tones,0,NA,,even2011,2011
618,Even,VP_Agr,1,2,,even1955[87],1955
619,Even,VP_Agr,1,2,,even2011[81],2011
620,Even,Vowels,13,2,Cites “Levin” with 16 - but shows how 3 values are lost because they match other qualities; 13 is his reliable analysis,even1955[6],1955
621,Even,Vowels,13,2,,even2011[11],2011
622,ForestEnets,AdjN,Adj N,2,,forestenets1854[187],1854
623,ForestEnets,AdjN,Adj N,2,,forestenets2013[98],2013
624,ForestEnets,BasicWO,SOV,2,“In simple unmarked transitive clauses - the dominant word order is SOV:”,forestenets2013[363],2013
625,ForestEnets,BasicWO,NA,NA,not discussed and no clear examples given,forestenets1854,1854
626,ForestEnets,CA_case,0,2,Dual and pl are identical; in singular - two farms resemble the genitive - but are being lost - only sonority distinguishes them,forestenets1854[108],1854
627,ForestEnets,CA_case,0,2,“ the non-possessive accusative shows no overt case marking”,forestenets2013[121],2013
628,ForestEnets,CA_head,1,2,,forestenets1854[293],1854
629,ForestEnets,CA_head,1,2,,forestenets2013[145],2013
630,ForestEnets,CA_wordorder,0,2,,forestenets1854,1854
631,ForestEnets,CA_wordorder,0,2,,forestenets2013,2013
632,ForestEnets,Cases,6,1,Lack of detailed fieldwork shows (Castrén focussed on comparative perspective and especially Forest Enets lacks extensive fieldwork,forestenets1854[316],1854
